Title,Abstract,DOI,Authors,Year,Document_Type,Journal,Source,DECISION,MOTIVO
Clinical and prognostic implications of capillary density in patients with cardiac light chain amyloidosis,"Aims: Cardiac involvement is crucial factor determining outcomes of light chain (AL) amyloidosis. This study evaluated whether capillary density (CD) quantified from endomyocardial biopsy is associated with structural and functional parameters of amyloid heart. Also, we investigated whether capillary density improves the prognostic value of the current staging system in AL amyloidosis patients with cardiac involvement. Methods and results: A total of 67 patients with biopsy-proven AL cardiac amyloidosis were prospectively enrolled in this study. All patients underwent transthoracic echocardiography and EBM at the time of diagnosis. Left ventricle global longitudinal strain was evaluated on two-dimensional strain echocardiography. The primary endpoint was all-cause mortality. Amyloid load and capillary density were calculated on endomyocardial biopsy stained immunohistochemically with antibody against amyloid P and CD31, respectively. Among the study population, 37 patients (55.2%) were classified as Stage IV, and the cumulative incidence of death at 1 year was 34% (23 patients). A total of 65 (97%) patients underwent chemotherapy. CD showed a significant correlation with left ventricle global longitudinal strain (r = 0.274, P = 0.025), log N-terminal pro-B type natriuretic peptide (r = −0.311, P = 0.005), and amyloid load (r = −0.438, P < 0.001). Patients with a CD ≤ 220/mm2 were at significantly higher risk of death than those with a CD > 220/mm2 (P = 0.026 by log-rank test). A model based on the 2012 Mayo staging system and CD showed significantly better discrimination and reclassification ability than a model using the 2012 Mayo staging system alone (C-index 0.582 vs.0.689, P for difference <0.001). Conclusions: Capillary density was significantly related to the severity of amyloid deposits in the myocardium and showed incremental prognostic value in addition to the 2012 Mayo staging system. © 2021 The Authors. ESC Heart Failure published by John Wiley & Sons Ltd on behalf of European Society of Cardiology.",10.1002/ehf2.13604,Kim D.; Choi J.-O.; Kim K.; Kim S.J.; Kim J.-S.; Jeon E.-S.,2021,Article,ESC Heart Failure,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Generalised autonomic failure as a prognostic factor in systemic light-chain (AL) amyloidosis,"Background: In the present study, it was investigated whether autonomic dysfunction could predict prognosis in light-chain (AL) amyloidosis patients. Patients and methods: Seventy-two patients with biopsy-proven AL amyloidosis were included and underwent an autonomic function test (AFT) between January 2016 and June 2019. Autonomic failure was evaluated using the Composite Autonomic Severity Score (CASS). Survival curves and the three-year overall survival (OS) rate were estimated using the Kaplan–Meier curve, and the Cox proportional hazards regression method was used to evaluate the variables that influenced survival. Results: Autonomic dysfunction was observed in 69 (96%) patients with AL amyloidosis, and the three-year OS rate was 67%. Generalised autonomic failure (GAF) was observed in 31 (43%) patients. In the Kaplan–Meier curve, the three-year OS rates in patients with sudomotor dysfunction or GAF were lower than that in control patients (35 vs. 84%, and 33 vs. 81%, respectively). In Cox proportional hazards regression model, female, bone marrow plasma cell percentage, left ventricular systolic dysfunction, and GAF were significant independent variables associated with survival. Conclusion: The results of this study indicate that GAF on the AFT is an independent adverse prognostic factor for survival in AL amyloidosis patients. © 2022 Informa UK Limited, trading as Taylor & Francis Group.",10.1080/13506129.2022.2082866,Kwon S.; Jeong W.K.; Park J.-H.; Kim J.; Cho E.B.; Seok J.M.; Kim S.J.; Kim K.; Jeon E.-S.; Min J.-H.; Kim B.J.,2022,Article,Amyloid,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Independent Prognostic Utility of 11C-Pittsburgh Compound B Positron Emission Tomography in Light-Chain Cardiac Amyloidosis Patients,"11C-Pittsburgh compound B positron emission tomography/computed tomography (11C-PiB PET/CT) visualizes the amount of myocardial amyloid deposit and can be used to prognosticate patients with light-chain (AL) cardiac amyloidosis (CA). However, whether 11C-PiB PET/CT has any independent additional prognostic value beyond the commonly used biomarkers remains unknown. Methods: This was a prospective cohort of 58 consecutive patients with ALCA who underwent 11C-PiB PET/CT. Patients were stratified into 2 groups based on a visual assessment on whether there was a myocardial 11C-PiB uptake or not on PET/CT. The primary endpoint was 1-year overall mortality. The independent prognostic utility of 11C-PiB PET/CT was analyzed using net reclassification improvement and integrated discrimination improvement. Results: Among the 58 patients enrolled, 35 patients had a positive myocardial 11C-PiB uptake on PET/CT. Patients with a positive myocardial 11C-PiB PET uptake had a worse 1-year overall survival rate than those with a negative uptake (81.8% vs. 45.5%, P=0.003 by log-rank test). In the multivariate analysis, a positive myocardial 11C-PiB uptake on PET/CT was an independent predictor of 1-year mortality (adjusted hazard ratio 3.382, 95% confidence interval 1.011–11.316, P=0.048). In each subgroup analysis of patients with troponin I ≥0.1 ng/mL, N-terminal pro-B-type natriuretic peptide (NT-proBNP) ≥1,800 pg/mL, and the difference between free light chains (dFLC) ≥180 mg/mL, the three commonly used biomarkers and its thresholds for staging in AL amyloidosis, Kaplan-Meier curves showed that the patients with a positive myocardial 11C-PiB uptake on PET/CT had a worse prognosis than those with a negative myocardial 11C-PiB uptake, respectively. Additionally, when the result of 11C-PiB PET/CT was added to these three biomarkers, the performance of 1-year mortality prediction significantly improved by net reclassification improvement (11C-PiB PET/CT added to troponin I, 0.861; NT-proBNP, 0.914; dFLC, 0.987) and by integrated discrimination improvement (0.200, 0.156, and 0.108, respectively). Conclusion: 11C-PiB PET/CT is a strong independent predictor of 1-year overall mortality and provides incremental prognostic benefits beyond the three commonly used biomarkers of AL amyloidosis staging. Considering the recent developments of numerous amyloid-targeting molecular imaging agents, further investigations are warranted on whether PET/CT should be included in the risk stratification for patients with ALCA. © 2022 Society of Nuclear Medicine Inc.. All rights reserved.",10.2967/jnumed.121.263033,Choi Y.-J.; Koh Y.; Lee H.-J.; Hwang I.-C.; Park J.-B.; Yoon Y.E.; Kim H.-L.; Kim H.-K.; Kim Y.-J.; Cho G.-Y.; Sohn D.-W.; Paeng J.-C.; Lee S.-P.,2022,Article,Journal of Nuclear Medicine,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Teclistamab Treatment Followed by Heart Transplantation for Advanced Immunoglobulin Light Chain Amyloid Cardiomyopathy,"Background: Immunoglobulin light chain (AL) cardiac amyloidosis carries high mortality, particularly when refractory to standard plasma cell–directed therapy. Deep hematologic remission is essential for heart transplant eligibility. Case Summary: A 37-year-old woman with advanced AL cardiomyopathy and refractory plasma cell dyscrasia did not respond to daratumumab-based therapy and could not tolerate venetoclax. She developed rapidly progressive, inotrope-dependent heart failure. Salvage therapy with a B-cell maturation antigen–directed bispecific antibody, teclistamab, induced a rapid, minimal residual disease–negative complete hematologic response within 2 weeks. This enabled successful heart transplantation during the same hospitalization, with excellent early post-transplant outcomes and sustained remission. Discussion: B-cell maturation antigen–directed bispecific antibodies can achieve rapid and profound hematologic responses in refractory AL amyloidosis, even in patients with advanced cardiac involvement, thereby restoring transplant eligibility. Take-Home Message: Teclistamab achieved a rapid minimal residual disease–negative complete response within weeks, demonstrating its potential as a fast-acting salvage therapy capable of restoring heart transplant eligibility in advanced cardiac AL amyloidosis. © 2026",10.1016/j.jaccas.2026.107479,Ibrahim M.; Abdelhakeem A.; Lin G.; Malik A.; Lyle M.; Nativi-Nicolau J.; Aslam N.; Amin M.S.; Fernandez A.; Reideler T.; Sher T.,2026,Article,JACC: Case Reports,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Linear discriminant analysis on electrocardiogram achieved classification of cardiac involvement status in amyloid light-chain amyloidosis,"Objectives: Cardiac amyloidosis (CA) is the most crucial determinant of amyloid light-chain (AL) amyloidosis patients' prognosis. We attempted cardiac involvement prediction by 12‑lead electrocardiograph (ECG) and echocardiography (UCG) in AL amyloidosis patients. Materials and methods: Fifty patients with histologically confirmed AL amyloidosis underwent gadolinium-enhanced magnetic resonance imaging (Gd-MRI), and CA was assessed using late gadolinium enhancement. ECG and UCG parameters were measured on admission. Fisher's linear discriminant analysis was used to create a model for predicting CA using the ECG and UCG parameters. Results: Prediction by five ECG parameters [QTc(B), QRS-T-angle, III-QRS, aVF-QRS, and V3-R] showed the best performance. Average sensitivity and specificity in the modeling sets, utilizing a linear discriminator based on these five variables, were 99.2 % and 96.8 % and in validation sets, 94.2 % and 90.3 %, respectively. In addition, we tested this model on an additional 26-patient cohort and survival analysis using the Kaplan-Meier method, and significant differences between CA positively predicted and negatively predicted patients were observed. Conclusion: Here, we suggest the application of a condensed classical multivariate statistical technique for the diagnosis of CA. It can be used as a guide to invasive endomyocardial biopsy for those in whom Gd-MRI is contraindicated and as a guide for repeat Gd-MRI in follow-up of AL amyloidosis. © 2023 Elsevier Ltd",10.1016/j.jjcc.2023.06.005,Iijima T.; Sawa N.; Wake A.; Kono K.; Kinowaki K.; Ubara Y.; Ohashi K.,2023,Article,Journal of Cardiology,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Adding Cyclophosphamide to Bortezomib and Dexamethasone was not Associated With Improved Outcomes of Patients With Newly Diagnosed Light Chain Amyloidosis: A Retrospective Study,"Introduction: Before 2021, the combination of bortezomib, cyclophosphamide, and dexamethasone (VCd) was one of the most used upfront therapy for systemic immunoglobulin light chain (AL) amyloidosis. Recently, daratumumab in combination with VCd resulted in improved outcomes compared to VCd. However, it's still unclear the role of cyclophosphamide in this combination. Materials and Methods: We conducted this retrospective single-institutional study to compare the outcomes of upfront bortezomib and dexamethasone with or without cyclophosphamide (VD vs. VCd). Results: Of 136 total patients, 62 received VD and 74 received VCd. The median age was 64 and the median number of organs involved was 2. Hematologic response was achieved among 73.4% patients in the VD arm and 85.9% in the VCd arm at 3 months (P = .15). Best organ response was not different between 2 arms (34.1% vs. 52.9% for VD and VCd arms, respectively; P = .28). After a median follow-up of 24.4 months, 2-year OS for VD and VCd arm was 70.6% and 84.6% respectively. The median overall survival was 70 months for VD arm and not reached for VCd arm (P = .30). There was no statistically significant difference in median time to next therapy (9.3 vs. 13.5 months for VD and VCd arms, respectively. P = .99). Conclusion: the addition of cyclophosphamide to VD was not associated with improved outcomes of patients with AL amyloidosis in this retrospective study. © 2022",10.1016/j.clml.2022.04.003,Zhang Y.; Duncanson L.; Brayer J.; Reu F.; Hansen D.; Alsina M.; Nishihori T.; Ochoa-Bayona J.; Liu H.; Shain K.; Thompson Z.; Baz R.; Blue B.,2022,Article,"Clinical Lymphoma, Myeloma and Leukemia",Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
"Vincristine, Doxorubicin, and Dexamethasone Induction before Autologous Stem Cell Transplantation in Patients with AL Amyloidosis: A Retrospective Comparison with Frontline Stem Cell Transplantation","Objective High-dose melphalan and autologous stem cell transplantation (ASCT) therapy for AL amyloidosis are now associated with reduced mortality based on the application of strict criteria. However, there is no long-term evidence concerning the performance of induction therapy with newer agents, such as bortezomib or daratumumab. Concerns regarding long-term relapse despite treatment with ASCT exist, and missing the opportunity to perform ASCT might occur if induction proves to not be efficacious and cardiac amyloidosis progression deprives the patients of a chance to receive ASCT. We herein report good amyloid control by vincristine, doxorubicin, and dexamethasone (VAD) induction therapy and argue the importance of induction therapy before ASCT. Methods We compared patients who underwent VAD induction and ASCT (VAD+ASCT) with patients who underwent frontline ASCT in our hospital. Patients A total of 26 patients with histologically proven AL amyloidosis were included (18 in the VAD+ ASCT group and 8 in the frontline ASCT). Results In the VAD+ASCT group, the 10-year overall survival and renal response rates were 82% and 43%, respectively. The renal response rate at two years in the VAD+ASCT group was significantly better than that in the frontline ASCT group. Although there was no significant difference in the survival rates between the two groups, the time to next treatment or death was significantly better in the VAD+ASCT group than in the the frontline ASCT group. Acute kidney injury was the most frequent reason for failure to receive two courses of VAD, and early mortality was mainly due to gastrointestinal complications. Conclusion Considering that only those who underwent 2 courses of VAD experienced a 10-year renal response, induction therapy was deemed to be directly related to the long-term control of AL amyloidosis. © 2022 The Japanese Society of Internal Medicine.",10.2169/internalmedicine.9039-21,Iijima T.; Sawa N.; Nakayama Y.; Oba Y.; Ikuma D.; Mizuno H.; Yamanouchi M.; Suwabe T.; Wake A.; Kono K.; Hoshino J.; Ubara Y.; Ohashi K.,2022,Article,Internal Medicine,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Management recommendations for kidney transplantation in patients with plasma cell dyscrasia,"Patients with plasma cell dyscrasia, including multiple myeloma, AL amyloidosis, and monoclonal gammopathy of renal significance, face a high burden of end-stage kidney disease, which limits survival and quality of life. Although kidney transplant offers potential benefits, it remains underused because of the high risk of recurrence and historically poor outcomes. A multidisciplinary panel of transplant nephrologists, hematologists/oncologists, and pathologists convened to evaluate contemporary evidence and evolving strategies in kidney transplant for plasma cell dyscrasias and end-stage kidney disease. Advances in plasma cell dyscrasia therapies are improving survival and expanding kidney transplant eligibility. However, key challenges remain, including optimizing hematologic response pre–kidney transplant and managing immunosuppression to mitigate recurrence and avoid infection complications. Ongoing research and multidisciplinary collaboration are essential to refine transplant selection, integrate biomarkers for risk stratification, and develop tailored post–kidney transplant surveillance. These efforts may increase access to kidney transplant and improve outcomes for patients with plasma cell dyscrasia and end-stage kidney disease. © 2025 International Society of Nephrology",10.1016/j.kint.2025.07.011,Murakami N.; Blosser C.D.; Webber A.B.; Gupta G.; Singh N.; Boppana S.; Master S.; Parasuraman R.; Campagnaro E.L.; Java A.; Sprangers B.; Bhasin-Chhabra B.; Lum E.; Khirfan D.; Alexander M.P.; Molnar M.Z.; Benes B.; Thakur A.K.; Bumma N.; Karam S.; Hultcrantz M.; Bridoux F.; Sanchorawala V.; Leung N.; Landau H.,2025,Article,Kidney International,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Prognostic Value of Serum Galectin-3 for Survival in Patients with Cardiac Light-Chain Amyloidosis,"Background: Amyloid light-chain (AL) amyloidosis is a multisystem disorder, with cardiac amyloid infiltration being a prevalent manifestation. This study aimed to explore the prognostic value of galectin-3 (Gal-3), a soluble marker associated with fibrosis, inflammation, heart failure, and kidney injury, in patients with cardiac AL amyloidosis. Methods: A total of 60 patients who were diagnosed with cardiac AL amyloidosis from January 2015 to May 2018 were enrolled. The prognostic value of Gal-3 was assessed. Receiver operating characteristic (ROC) curves were used to evaluate the predictive accuracy of Gal-3. A Gal-3 cut-off value was identified to predict survival rates. Results: The ROC curves demonstrated a moderate predictive accuracy of Gal-3 for 0.5- and 5-year survival, with area under the curve (AUC) values of 0.722 and 0.788, respectively. A Gal-3 cut-off value of 15.154 ng/mL was found to predict survival. Kaplan–Meier survival analysis revealed a significant difference in mean overall survival between patients with Gal-3 levels below and above the established cut-off (69.2 months versus 42.1 months, respectively; p = 0.036). Multivariate analysis confirmed that Gal-3 > 15.154 ng/mL remained an independent predictor of survival (HR 2.451, 95% CI 1.017–5.910, p = 0.046). Conclusions: This study suggests that Gal-3 holds independent prognostic value for survival in patients with cardiac AL amyloidosis. Gal-3 could potentially enhance the prognostic capabilities of the current soluble markers, thereby improving the management of cardiac AL amyloidosis. However, further validation in larger prospective studies is warranted. © 2024 by the authors.",10.3390/jcdd11070202,Yang X.; Huang J.; Zhang J.; Li J.; Tian Z.,2024,Article,Journal of Cardiovascular Development and Disease,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
"Phase 2 trial of ixazomib, cyclophosphamide, and dexamethasone for previously untreated light chain amyloidosis","Bortezomib, a proteasome inhibitor (PI), has shown efficacy in the treatment of newly diagnosed and relapsed light chain (AL) amyloidosis, and is often used in combination with cyclophosphamide and dexamethasone. Ixazomib is the first oral PI to be approved in routine practice but has not yet been evaluated in the upfront treatment setting. Newly diagnosed AL amyloidosis patients with measurable disease and adequate organ function were enrolled. The primary objective was to determine the hematologic response rate of ixazomib in combination with cyclophosphamide and dexamethasone. Treatment was given for 12 cycles, followed by ixazomib maintenance until progression. Thirty-five patients were included; their median age was 67 years, and 69% were male. Major organ involvement included heart (66%) and kidneys (54%). A median of 4 induction cycles (range, 1-12) were administered. The overall hematologic response to induction was 63% and included complete response in 11.4% and very good partial response in 37.1% of patients. One patient was upstaged to complete response during maintenance. The most common reason for going off study was the institution of alternate therapy (61%). With a median follow-up of 29.7 months for the living patients, the 2-year progression-free survival and overall survival were 74% and 78%, respectively. The median time to alternate therapy was 7.5 months. Grade ≥3 hematologic and nonhematologic adverse events occurred in 23% and 49% of patients. Given ixazomib's favorable toxicity profile, which is an important advantage for the typically frail AL population, further evaluation of ixazomib in other combinations in the upfront setting is warranted. © 2022 by The American Society of Hematology.",10.1182/bloodadvances.2022007781,Muchtar E.; Gertz M.A.; LaPlant B.R.; Buadi F.K.; Leung N.; O'Brien P.; Bergsagel P.L.; Fonder A.; Hwa Y.L.; Hobbs M.; Helgeson D.K.; Bradt E.E.; Gonsalves W.; Lacy M.Q.; Kapoor P.; Siddiqui M.; Larsen J.T.; Warsame R.; Hayman S.R.; Go R.S.; Dingli D.; Kourelis T.V.; Dispenzieri A.; Rajkumar S.V.; Kumar S.K.,2022,Article,Blood Advances,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
A novel echocardiographic risk score for light-chain amyloidosis,"Aims: The prognosis of light-chain (AL) amyloidosis, a plasma cell dyscrasia, is largely determined by the presence of cardiac involvement. Conventional staging is achieved using cardiac biomarkers (high-sensitivity troponin, N-terminal pro-beta natriuretic peptide) and free light-chain difference (Mayo staging). We sought to evaluate the role of echocardiographic parameters as prognostic markers in AL amyloidosis and examine their utility compared with conventional staging. Methods and results: Seventy-five consecutive patients with AL amyloidosis reviewed at a referral amyloid clinic who underwent comprehensive echocardiographic assessment were retrospectively identified. The evaluated echocardiographic parameters included left ventricular (LV) ejection fraction, mass, diastolic function parameters, global longitudinal strain (GLS), and left atrial (LA) volume. Mortality was assessed through a review of clinical records. During a median follow-up of 51 months, 29/75 (39%) patients died. Patients who died had a larger LA volume (47 ± 12 vs. 35 ± 10 mL/m2, P < 0.001) and a higher E/e' (18 ± 10 vs. 14 ± 6, P = 0.026). Univariate clinical and echocardiographic predictors of survival included LA volume, E/e', e', LVGLS, and Mayo stage (at significance of P < 0.1). Left atrial volume and LVGLS were significant determinants of mortality when examined using clinical cut-offs, although E/e' was not. A composite echocardiographic risk score comprising LA volume and LVGLS provided similar prognostic performance to Mayo stage [area under the curve (AUC) 0.75, 95% confidence interval (CI) 0.64-0.85 vs. AUC 0.75, 95% CI 0.65-0.858, P = 0.91]. Conclusion Left atrial volume and LVGLS were independent predictors of mortality in AL amyloidosis. A composite echocardiographic score combining LA volume and LVGLS has similar prognostic power to Mayo stage for all-cause mortality.  © The Author(s) 2023.",10.1093/ehjopen/oead040,Geenty P.; Sivapathan S.; Stefani L.D.; Zada M.; Boyd A.; Richards D.; Kwok F.; Thomas L.,2023,Article,European Heart Journal Open,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
"Electrocardiographic left ventricular strain pattern, ST-segment depression and atrial fibrillation at the time of diagnosis of systemic light chain amyloidosis: Incidence and clinical significance","Background: ST/T abnormalities recognized as electrocardiographic (ECG) left ventricular (LV) strain pattern are known as a marker of myocyte death and reduced survival. The purpose of this study was to determine whether ECG LV strain pattern, its components and atrial fibrillation (AF) predict lower survival at the time of diagnosis of systemic light chain (AL) amyloidosis. Methods: 12‑lead surface electrocardiogram (ECG), standard two-dimensional echocardiography, laboratory analyses were retrospectively evaluated within 2 months of diagnosis in 87 patients with biopsy-proven systemic AL amyloidosis from 2009 to 2017 in a single center. ECG strain pattern was defined as coexistence of ST-segment horizontal or downward sloping depression ≥0.05 mV at its most horizontal section and negative asymmetrical T-wave deeper than 0.1 mV in at least 1 of leads I,aVL,V1-V6. Patients with QRS >120 ms (BBB or major IVCD) were excluded from the analysis. Results: Kaplan-Meier survival analysis revealed a 1.8-fold shorter overall survival (OS) at 2 years in the ECG strain (21% of participants) group (p = 0.0078), 2.0-fold shorter OS in the ST-segment depression (STd) (isolated and strain related as one group) (34% of participants) group (p < 0.0001), and 3.9-fold shorter OS in AF (23% of participants) group (p < 0.0001) compared with those without. Median survival of patients with STd and AF were and 13.0 (range 1–74) and 9.5 (range 1–74) months respectively. In univariate analysis STd and AF were stronger predictors of inferior OS than relative wall thickness, average E/e′ ratio, and LV ejection fraction, but weaker predictors of OS than B-type natriuretic peptide. In multivariate analysis STd and AF lost significance after adjustment for age, gender, number of organs involved and BNP. Conclusions: ST-segment depression and AF were not significantly associated with reduced survival in AL amyloidosis at diagnosis. © 2021 The Authors",10.1016/j.jelectrocard.2021.08.011,Jakaitė R.; Pečeliūnas V.; Aidietienė S.; Bertašiūtė A.; Bileišienė N.; Mickevičiūtė O.; Barysienė J.,2021,Article,Journal of Electrocardiology,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
AL amyloidosis patients with low amyloidogenic free light chain levels at first diagnosis have an excellent prognosis,"The difference between involved minus uninvolved serum free light chains (dFLC) has been established as an invaluable hematologic parameter in systemic amyloid light chain (AL) amyloidosis. However, patients with an initial dFLC level <50 mg/L are currently deemed not evaluable for response to therapy. Therefore, we aimed to characterize this subgroup of patients and to define novel hematologic response parameters. We retrospectively analyzed 783 AL patients newly diagnosed at our center between 2002 and 2016. Patients with a dFLC level <50 mg/L showed smaller bone marrow plasmacytosis compared to patients with a dFLC level ‡50 mg/L (7% vs 10%, P < .001), but no significant differences in all analyzed chromosomal aberrations. Cardiac involvement was less frequent (45% vs 80%, P < .001) and less severe (Mayo 2004 stage III: 18% vs 51%, P < .001), whereas kidney involvement was more prevalent (83% vs 53%, P < .001) and proteinuria was higher (7.3 g/L vs 5.0 g/L, P < .001). In multivariate analyses, a dFLC level <50 mg/L appeared to be an independent prognostic factor with respect to overall survival (hazard ratio [HR] 5 0.50, P 5 .003) and renal survival (HR 5 0.56, P 5 .020). Patients with a dFLC level <50 mg/L showed a higher proportion of complete hematologic response after first-line therapy compared to patients with a dFLC level ‡50 mg/L (39% vs 9%, P < .001). Receiver-operating characteristics analysis identified a low-dFLC partial response (dFLC <10 mg/L for patients with a dFLC between 20 and 50 mg/L), which predicted overall and renal survival already at 3 months after the start of therapy. Importantly, a parallel Italian study validated this new hematologic remission parameter. The outcome of prospective clinical trials might be adversely influenced by exclusion of the favorable clinical subgroup with an initial dFLC <50 mg/L. We propose the appreciation of dFLC in hematologic response assessment for all patients with a baseline dFLC >20 mg/L. © 2017 by The American Society of Hematology.",10.1182/blood-2017-02-767475,Dittrich T.; Bochtler T.; Kimmich C.; Becker N.; Jauch A.; Goldschmidt H.; Ho A.D.; Hegenbart U.; Schönland S.O.,2017,Article,Blood,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Prolonged renal survival in light chain amyloidosis: speed and magnitude of light chain reduction is the crucial factor,"Renal involvement causing progressive chronic kidney disease (CKD) is present in 70% of patients with systemic Ig light-chain (AL) amyloidosis at diagnosis. Chemotherapy that substantially suppresses free light chain production is associated with improved patient survival, but its benefit in delaying the onset of renal replacement therapy among patients who present with established advanced CKD has not been studied. To evaluate this, we studied 1000 patients enrolled in the prospective UK AL amyloidosis chemotherapy study (ALchemy). Of these, 84 patients had advanced amyloid-related CKD defined by an estimated glomerular filtration rate (eGFR) under 20 ml/min/1.73 m2. We determined outcomes among these 84 patients, who had a median eGFR of 10 ml/min/1.73 m2, in relation to response to chemotherapy evaluated at three, six, and 12 months from baseline. Patients who achieved suppression of 90% or more in their amyloidogenic free light chain (dFLC) within three months of baseline had significantly better overall survival, prolonged time to dialysis, and prolonged time to the composite endpoint of ‘death or dialysis’ compared to those who achieved lesser degrees of clonal response at the same time point. Even when this target of greater than 90% dFLC response was achieved but was delayed beyond 3 months, it was associated with worse outcomes. Cox regression analyses confirmed that a 90% or better dFLC response within 3 months was the only significant independent predictor of all three of these outcome measures. Thus, renal survival among patients with systemic immunologic light chain amyloidosis who present with advanced CKD is strongly dependent upon the magnitude and speed with which the underlying hematologic disorder is suppressed by chemotherapy. © 2017 International Society of Nephrology",10.1016/j.kint.2017.05.004,Rezk T.; Lachmann H.J.; Fontana M.; Sachchithanantham S.; Mahmood S.; Petrie A.; Whelan C.J.; Pinney J.H.; Foard D.; Lane T.; Youngstein T.; Wechalekar A.D.; Bass P.; Hawkins P.N.; Gillmore J.D.,2017,Article,Kidney International,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Novel pathologic scoring tools predict end-stage kidney disease in light chain (AL) amyloidosis,"Background and objectives: Light chain (AL) amyloidosis frequently involves the kidney, causing significant morbidity and mortality. A pathologic scoring system with prognostic utility has not been developed. We hypothesized that the extent of amyloid deposition and degree of scarring injury on kidney biopsy, could provide prognostic value, and aimed to develop pathologic scoring tools based on these features. Methods: This is a case-control study of 39 patients treated for AL amyloidosis with biopsy-proven kidney involvement at a large academic medical center. Our novel scoring tools, composite scarring injury score (CSIS) and amyloid score (AS) were applied to each kidney biopsy. The primary outcome was progression to dialysis-dependent end-stage kidney disease (ESKD) using a 12-month landmark analysis. Results: At 12 months, nine patients had progressed to ESKD. Patients with an AS ≥7.5 had a significantly higher cumulative incidence of ESKD than those with AS <7.5 (p =.04, 95% CI 0.13–0.64). Conclusions: Using a 12-month landmark analysis, AS correlated with progression to ESKD. These data suggest that a kidney biopsy, in addition to providing diagnostic information, can be the basis for a pathologic scoring system with prognostic significance. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",10.1080/13506129.2017.1360272,Rubinstein S.; Cornell R.F.; Du L.; Concepcion B.; Goodman S.; Harrell S.; Horst S.; Lenihan D.; Slosky D.; Fogo A.; Langone A.,2017,Article,Amyloid,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
The Incidence of Senile Cataract and Glaucoma is Increased in Patients with Plasma Cell Dyscrasias: Etiologic Implications,"Plasma cell dyscrasias, including monoclonal gammopathy of undetermined significance (MGUS), multiple myeloma (MM), Waldenström macroglobulinemia (WM) and light chain AL amyloidosis, are characterized by clonal expansion of plasma cells which produce a vast amount of an immunoglobulin-derived M-protein. We noted that MGUS diagnosis often coincided with diagnoses of senile cataract and glaucoma and tested the associations of MGUS, MM, WM and AL amyloidosis with subsequent eye diseases identified from the Swedish patient registers between 1997 and 2012. Standardized incidence ratios (SIRs) for senile cataract was significantly increased to 1.80 after MGUS, 1.70 after MM, 1.85 after WM and 2.31 after AL amyloidosis. The SIR for glaucoma was 1.60 after MGUS, 1.76 after WM and 2.18 after AL amyloidosis. All SIRs decreased systematically from age below 60 years to over 79 years, but most risks were also significant in age group over 79 years. The M-protein and the related increase in blood viscosity could be a novel etiologic discovery for these common eye diseases. As MGUS prevalence is around 3% at 60 years and close to 10% at age over 80 years, its contribution to the eye disease burden is expected to be remarkably high.",10.1038/srep28500,Hemminki K.; Försti A.; Tuuminen R.; Hemminki O.; Goldschmidt H.; Sundquist K.; Sundquist J.; Li X.,2016,Article,Scientific Reports,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
